sentence,language,contributor_id,gender,age_group,voice_clip,duration,Region
Obadde okimanyi nti omusajja oyo teyasoma naye ayogera oluzungu okusinga abaasoma?,Luganda,722,Female,18-29,yogera_text_audio_20240425_103019.837864_2146.wav,0.001666667,Central
Ebisuubirwa okuva mu makungula nze ssibirinaamu ssuubi.,Luganda,193,Female,18-29,yogera_text_audio_20240425_083848.282971_2100.wav,0.001388889,Central
Amasomero e Kampala ne Wakiso gayita ebigezo okusinga agaffe eno mu byaalo.,Luganda,723,Female,18-29,yogera_text_audio_20240425_085844.333623_2140.wav,0.0025,Central
E ddwaliro ly'e Mulago lyaweereddwa ebitanda ebipya emitwalo ebiri.,Luganda,721,Female,18-29,yogera_text_audio_20240425_083757.709479_2231.wav,0.002222222,Central
Njagadde kwemulugunya ku mbeera y'abasawo mwe bakolera.,Luganda,181,Female,18-29,yogera_text_audio_20240426_105203.922604_2257.wav,0.001944444,Central
Baali batusosola okusingira ddala ffe abalina obulwadde n'akawuka ka siriimu.,Luganda,722,Female,18-29,yogera_text_audio_20240425_073510.065540_2321.wav,0.002222222,Central
Kigambibwa nti yagenda ku akawunti y'essomero najjako obukadde lusanvu.,Luganda,723,Female,18-29,yogera_text_audio_20240425_083139.101184_2179.wav,0.001666667,Central
Omusomo gw'emmwanyi gugenda kumala nnaku mmeka?,Luganda,721,Female,18-29,yogera_text_audio_20240425_082917.276660_2092.wav,0.001111111,Central
Abantu abamu tebakyagala kyokka nga n'abasawo bakitulagira.,Luganda,721,Female,18-29,yogera_text_audio_20240425_085516.686293_2258.wav,0.001666667,Central
Kye nnalabye ku nnimiro yo kye nzirayo okukola.,Luganda,722,Female,18-29,yogera_text_audio_20240425_080920.826001_2111.wav,0.000833333,Central
Enkuba ebuze era abalimi bonna kati beeraliikirivu.,Luganda,723,Female,18-29,yogera_text_audio_20240425_090847.893147_2039.wav,0.001388889,Central
Leka kusosola mu bisolo byange.,Luganda,181,Female,18-29,yogera_text_audio_20240426_101801.197954_2376.wav,0.001111111,Central
Nze mikwano gyange kati abasinga balimi.,Luganda,181,Female,18-29,yogera_text_audio_20240426_095516.265282_2400.wav,0.001111111,Central
Ettooke lyetaaga kuyunja na kambe akasala obulungi.,Luganda,193,Female,18-29,yogera_text_audio_20240425_092849.125528_2065.wav,0.001388889,Central
Obummonde obuzungu okusinga bulimwa mu maserengeta.,Luganda,722,Female,18-29,yogera_text_audio_20240425_073804.451127_2042.wav,0.001666667,Central
Ab'ebyobulamu bagamba ebintu ebiwomelera bye birwaza abaana amannyo.,Luganda,723,Female,18-29,yogera_text_audio_20240425_083446.408441_2223.wav,0.001666667,Central
Nnaabagereka Nagginda mukyala muyivu ate ayagala nnyo abaana abato okusoma.,Luganda,721,Female,18-29,yogera_text_audio_20240425_092620.556090_2149.wav,0.0025,Central
Abantu abamu tebakyagala kyokka nga n'abasawo bakitulagira.,Luganda,181,Female,18-29,yogera_text_audio_20240426_091654.936722_2258.wav,0.001666667,Central
Twasemba okulima ebijanjaalo emyaka etaano emabega.,Luganda,193,Female,18-29,yogera_text_audio_20240425_083705.281641_2090.wav,0.001111111,Central
Bulijjo simanyi nti Gavumenti yazimba essomero eppya mu disitulikiti yaffe.,Luganda,181,Female,18-29,yogera_text_audio_20240426_121943.883057_2133.wav,0.0025,Central
Amapaapaali eno nga ssirabayo bagalima!,Luganda,721,Female,18-29,yogera_text_audio_20240425_092958.437211_2060.wav,0.001666667,Central
Obadde okimanyi nti mu ndwadde ezikwata omuntu olw'obukyafu mulimu ekiddukano?,Luganda,181,Female,18-29,yogera_text_audio_20240426_110437.666935_2287.wav,0.002777778,Central
Gavumenti erina okuteeka eddagala mu malwaliro okusobola okulongoosa eby'obulamu.,Luganda,193,Female,18-29,yogera_text_audio_20240425_093905.228920_2315.wav,0.001666667,Central
Abasawo bandifuna obulwadde singa tebegendereza.,Luganda,193,Female,18-29,yogera_text_audio_20240425_085521.730634_2265.wav,0.001388889,Central
Enva endiirwa nzimanyi nnyo era njagala nnyo okuzirima.,Luganda,181,Female,18-29,yogera_text_audio_20240426_111055.272531_2105.wav,0.001944444,Central
Bwe mmanya gye batunda ebigimusa ebirungi mba mmaze.,Luganda,181,Female,18-29,yogera_text_audio_20240426_094237.390191_2339.wav,0.001111111,Central
"Amakungula ku luno gabadde mangi, tuwonye enjala.",Luganda,722,Female,18-29,yogera_text_audio_20240425_093559.596911_2030.wav,0.001388889,Central
Omuntu alina kulunda atya embaata?,Luganda,722,Female,18-29,yogera_text_audio_20240425_104436.439945_2085.wav,0.001111111,Central
Yunivasite y'e Mbarara yatikkira abaana omutwalo gumu omwaka oguwedde.,Luganda,722,Female,18-29,yogera_text_audio_20240425_085802.279240_2175.wav,0.001944444,Central
Abakulu okuva mu minisitule y'ebyobulamu bazze okutusomesa ku kawuka akaleeta siriimu.,Luganda,193,Female,18-29,yogera_text_audio_20240425_091522.476011_2169.wav,0.001944444,Central
Abalunda embizzi beeraliikirivu olw'omusujja oguwuliddwa ku muliraano.,Luganda,722,Female,18-29,yogera_text_audio_20240425_080401.066315_2096.wav,0.001944444,Central
Abasawo bandifuna obulwadde singa tebegendereza.,Luganda,722,Female,18-29,yogera_text_audio_20240425_082605.947061_2265.wav,0.001111111,Central
Nze sisobola kulya ssente za bisale bya ssomero kuba manyi ssente wezimenya okukola.,Luganda,723,Female,18-29,yogera_text_audio_20240425_092028.940887_2189.wav,0.002222222,Central
Bulijjo tebakimanyi nti mukyala wa Pulezindenti ate ye minisita w'ebyenjigiriza.,Luganda,721,Female,18-29,yogera_text_audio_20240425_085156.825664_2172.wav,0.002222222,Central
Omuwendo gw'abawala abafuna embuto mu masomero gugenze gukendeera.,Luganda,721,Female,18-29,yogera_text_audio_20240425_091948.543103_2163.wav,0.001666667,Central
Ebivudde mu kulima bye bayita amakungula.,Luganda,193,Female,18-29,yogera_text_audio_20240425_090605.535719_2098.wav,0.000833333,Central
Ente zange nze kennyini nze nzitemera ebisagazi ne zirya.,Luganda,722,Female,18-29,yogera_text_audio_20240425_112936.678005_2391.wav,0.001666667,Central
Tewakyali njawulo wakati w'amasomero g'e kampala n'agomukyalo.,Luganda,722,Female,18-29,yogera_text_audio_20240425_092415.989683_2181.wav,0.001666667,Central
Abakulira ebyenjigiriza mu disitulikiti balina okulondoola ennyo ebigenda mu maaso mu masomero.,Luganda,721,Female,18-29,yogera_text_audio_20240425_093727.840289_2127.wav,0.0025,Central
Ekibiina kino kikoze nnyo okutumbula eby'obulamu mu nsi yonna nga kirwanyisa endwadde n'okugema abaana.,Luganda,193,Female,18-29,yogera_text_audio_20240425_082033.560146_2316.wav,0.001944444,Central
Amakungula ga luno nguzeeko essaati bbiri n'empale emu.,Luganda,721,Female,18-29,yogera_text_audio_20240425_091948.521202_2056.wav,0.001666667,Central
Omusawo yasigara atakula mutwe olw'obulwadde bw'omulwadde we nga takitegera.,Luganda,722,Female,18-29,yogera_text_audio_20240425_082919.942731_2306.wav,0.001944444,Central
Nandyagadde okulima naye ssirina ttaka.,Luganda,721,Female,18-29,yogera_text_audio_20240425_093545.170615_2102.wav,0.001388889,Central
Omwana alina eddembe eriyigirizibwa emirimu ng'okulima n'okulunda.,Luganda,721,Female,18-29,yogera_text_audio_20240425_080029.325734_2047.wav,0.001944444,Central
Osobola okusomesa eddiini mu ssomero?,Luganda,723,Female,18-29,yogera_text_audio_20240425_092659.333131_2124.wav,0.001111111,Central
Emmotoka etambuza abalwadde erina kuddukanyizibwa omusawo omukugu.,Luganda,722,Female,18-29,yogera_text_audio_20240425_104436.450528_2266.wav,0.001666667,Central
Tulina abalwadde basatu mu nnyumba emu!,Luganda,193,Female,18-29,yogera_text_audio_20240425_093554.926644_2272.wav,0.000833333,Central
Eggwanga liyinza kwetegeka litya obulungi okulwanyisa endwadde?,Luganda,723,Female,18-29,yogera_text_audio_20240425_092028.913930_2281.wav,0.001666667,Central
Poliisi yakutte omusomesa eyasobezza ku muwala w'omukulu w'essomero.,Luganda,722,Female,18-29,yogera_text_audio_20240425_092155.445665_2177.wav,0.001388889,Central
Mpulira omubiri tegukyasobola kulima.,Luganda,723,Female,18-29,yogera_text_audio_20240425_083446.382037_2091.wav,0.001111111,Central
Ebidiba ebiwugirwamu ku ssomero byonna babizibye.,Luganda,722,Female,18-29,yogera_text_audio_20240425_102255.304077_2195.wav,0.001111111,Central
Abaana bayimbidde abazadde nebabafuuwa ssente nnyingi.,Luganda,723,Female,18-29,yogera_text_audio_20240425_100053.814790_2191.wav,0.001388889,Central
Eyaliko ssentebe waffe kuno yaleka amalundiro mangi naye abaana gonna baagatunda.,Luganda,722,Female,18-29,yogera_text_audio_20240425_090956.634898_2051.wav,0.002222222,Central
Olusuku lwange ntemamu eggaali z'amatooke ssatu buli wiiki.,Luganda,723,Female,18-29,yogera_text_audio_20240425_085844.317970_2037.wav,0.001666667,Central
Ente zange nze kennyini nze nzitemera ebisagazi ne zirya.,Luganda,181,Female,18-29,yogera_text_audio_20240426_105203.933465_2391.wav,0.001388889,Central
Bwe nteeka ssente mu nnimiro mmanyi zijja kuvaamu.,Luganda,721,Female,18-29,yogera_text_audio_20240425_080029.335120_2120.wav,0.001388889,Central
Kiva ku ki ente okugitwala ku nnume n'egaana okuwaka?,Luganda,723,Female,18-29,yogera_text_audio_20240425_083446.390062_2083.wav,0.001666667,Central
Ekibiina kino kikoze nnyo okutumbula eby'obulamu mu nsi yonna nga kirwanyisa endwadde n'okugema abaana.,Luganda,722,Female,18-29,yogera_text_audio_20240425_091945.201811_2316.wav,0.0025,Central
Kigambibwa nti yagenda ku akawunti y'essomero najjako obukadde lusanvu.,Luganda,193,Female,18-29,yogera_text_audio_20240425_103027.139924_2179.wav,0.001666667,Central
Tekyandibadde kirungi omusawo okusooka okusaba omulwadde ensimbi nga tannamukolako,Luganda,193,Female,18-29,yogera_text_audio_20240425_092353.921712_2302.wav,0.001666667,Central
Ebibala ebigenda ebweru w'eggwanga birina okuba ku mutindo gwennyini.,Luganda,193,Female,18-29,yogera_text_audio_20240425_085345.912214_2029.wav,0.001388889,Central
Pulezindenti Museveni yali afaayo nnyo ku masomero ga Gavumenti naye kati yakoowa.,Luganda,723,Female,18-29,yogera_text_audio_20240425_094940.196810_2144.wav,0.002222222,Central
Amasomero agasinga gaddamu okukiriza abazadde okuleetera abaana emmere ku lunaku lw'okukyala.,Luganda,723,Female,18-29,yogera_text_audio_20240425_085207.107586_2198.wav,0.0025,Central
Obutafaayo bwa gavumenti ku balimi nakyo kibaleetedde okuggwaamu essuubi.,Luganda,721,Female,18-29,yogera_text_audio_20240425_093129.146308_2122.wav,0.001944444,Central
Omuntu alina abasirikale abanafu mu mubiri asobola okukwatibwa mangu endwadde.,Luganda,723,Female,18-29,yogera_text_audio_20240425_094557.384106_2284.wav,0.001944444,Central
We njogerera nninawo endokwa z'ebitooke kikumi.,Luganda,722,Female,18-29,yogera_text_audio_20240425_091741.822158_2031.wav,0.001111111,Central
Omuwendo gw'abawala abafuna embuto mu masomero gugenze gukendeera.,Luganda,193,Female,18-29,yogera_text_audio_20240425_085521.695543_2163.wav,0.001388889,Central
Be nnima nabo bonna banneesiimisa.,Luganda,722,Female,18-29,yogera_text_audio_20240425_113328.711344_2388.wav,0.000833333,Central
Njagala kwebaza balimi olw'okumpa omukisa guno mbasomese.,Luganda,193,Female,18-29,yogera_text_audio_20240425_093220.823538_2094.wav,0.001388889,Central
Abantu abamu tebaagala kwegemesa kyokka nga balwadde.,Luganda,181,Female,18-29,yogera_text_audio_20240426_105203.958219_2237.wav,0.001388889,Central
Abayizi abasula mu bisulo tebeebaka kiseera kimala obudde bwekiro.,Luganda,722,Female,18-29,yogera_text_audio_20240425_080551.141327_2155.wav,0.001666667,Central
We njogerera nninawo endokwa z'ebitooke kikumi.,Luganda,181,Female,18-29,yogera_text_audio_20240426_111429.096323_2031.wav,0.001388889,Central
Abalimi mwenna mubeere benkanya eri obutonde.,Luganda,723,Female,18-29,yogera_text_audio_20240425_083139.084977_2108.wav,0.001111111,Central
Obwedda yekweese mu ttooyi kyoka nga omusomesa ali mu kibiina.,Luganda,193,Female,18-29,yogera_text_audio_20240425_103830.896076_2171.wav,0.001388889,Central
Abalimi mwenna mubeere benkanya eri obutonde.,Luganda,193,Female,18-29,yogera_text_audio_20240425_091339.734902_2108.wav,0.000833333,Central
Emiti gya ffene tegyetaaga bigimusa.,Luganda,181,Female,18-29,yogera_text_audio_20240426_122233.127173_2072.wav,0.001388889,Central
Buli mwaka baatukeberanga akawuka ka siriimu nga tuli ku kyeyo.,Luganda,723,Female,18-29,yogera_text_audio_20240425_082756.615906_2322.wav,0.001666667,Central
Abaana bayimbidde abazadde nebabafuuwa ssente nnyingi.,Luganda,193,Female,18-29,yogera_text_audio_20240425_080247.675632_2191.wav,0.001388889,Central
Abalimi bave mu kwekangabiriza nga bamanyi eky'okukola.,Luganda,193,Female,18-29,yogera_text_audio_20240425_113328.465168_2421.wav,0.001388889,Central
Ssaabawandiisi w'ekibiina omwegattira abasomesa asabye minisitule eyongere sipiidi mu kugemesa abasomesa.,Luganda,721,Female,18-29,yogera_text_audio_20240425_082027.568149_2235.wav,0.003611111,Central
Abakulembeze ba disitulikiti tebaasoose kumanya nga minisita ajja kulambula amasomero.,Luganda,722,Female,18-29,yogera_text_audio_20240425_075454.131983_2174.wav,0.002777778,Central
Mwenna mulimyeko era ebizibu byonna ebikulimu mubimanyi.,Luganda,193,Female,18-29,yogera_text_audio_20240425_110239.133878_2106.wav,0.001388889,Central
Ebivudde mu kulima bye bayita amakungula.,Luganda,721,Female,18-29,yogera_text_audio_20240425_080245.353258_2098.wav,0.001388889,Central
Abaana abasinga mu byaalo tebasomera mu ngatto.,Luganda,193,Female,18-29,yogera_text_audio_20240425_103504.972416_2138.wav,0.001111111,Central
Siriimu atta abagagga n'abaavu.,Luganda,181,Female,18-29,yogera_text_audio_20240426_114615.928119_2319.wav,0.001111111,Central
Enkuba ebuze era abalimi bonna kati beeraliikirivu.,Luganda,181,Female,18-29,yogera_text_audio_20240426_114325.704566_2039.wav,0.001388889,Central
Essomero eryo lya Gavumenti kyokka basasuza ebisale ate nga biri waggulu.,Luganda,721,Female,18-29,yogera_text_audio_20240425_092958.421889_2139.wav,0.0025,Central
E ddwaliro ly'e Mulago lyaweereddwa ebitanda ebipya emitwalo ebiri.,Luganda,193,Female,18-29,yogera_text_audio_20240425_091339.727196_2231.wav,0.001388889,Central
Abavubuka nno baagala okulima ensangi zino!,Luganda,193,Female,18-29,yogera_text_audio_20240425_084140.230608_2040.wav,0.000833333,Central
Obukodyo omusomesa oyo bwakozesa okusomesa tewali mulala abusobola.,Luganda,721,Female,18-29,yogera_text_audio_20240425_082027.579799_2211.wav,0.0025,Central
Obukodyo omusomesa oyo bwakozesa okusomesa tewali mulala abusobola.,Luganda,722,Female,18-29,yogera_text_audio_20240425_082919.958595_2211.wav,0.001666667,Central
Abakulu okuva mu minisitule y'ebyobulamu bazze okutusomesa ku kawuka akaleeta siriimu.,Luganda,721,Female,18-29,yogera_text_audio_20240425_075033.033922_2169.wav,0.003055556,Central
Abaana bayimbidde abazadde nebabafuuwa ssente nnyingi.,Luganda,721,Female,18-29,yogera_text_audio_20240425_092443.161552_2191.wav,0.001666667,Central
Tusaba eby'obulamu biweebwe enkizo.,Luganda,193,Female,18-29,yogera_text_audio_20240425_083405.669427_2310.wav,0.001111111,Central
Amenvu ge'mbarara gabeera manene.,Luganda,722,Female,18-29,yogera_text_audio_20240425_090711.802662_2043.wav,0.000833333,Central
Buuza omulimisa akubuulire kye weetaaga.,Luganda,723,Female,18-29,yogera_text_audio_20240425_092659.324224_2034.wav,0.001111111,Central
Abaana baayise nnyo okubala kyokka nebagwa oluzungu.,Luganda,722,Female,18-29,yogera_text_audio_20240425_090249.739682_2212.wav,0.001388889,Central
Omuntu asobola okuwona akawuka ka siriimu singa amira eddagala?,Luganda,722,Female,18-29,yogera_text_audio_20240425_082406.098369_2317.wav,0.001666667,Central
Gavumenti yalagidde wabeewo okunonyerebwa lwaki amasomero gaayo gakola bubi nnyo.,Luganda,722,Female,18-29,yogera_text_audio_20240425_083222.205894_2196.wav,0.002222222,Central
Abalima ebikajjo kati ge bakaaba ge bakomba.,Luganda,722,Female,18-29,yogera_text_audio_20240425_074021.808435_2027.wav,0.001388889,Central
"Olwaleero lwa basawo, enkya basomesa.",Luganda,721,Female,18-29,yogera_text_audio_20240425_094139.903279_2256.wav,0.001111111,Central
Bulijjo abaana balya bubi ku ssomero lyammwe.,Luganda,193,Female,18-29,yogera_text_audio_20240425_090107.832352_2165.wav,0.000833333,Central
Twetaaga okuwa bbasale abaana abagezi ne bamulekwa okutandika omwaka ogujja.,Luganda,193,Female,18-29,yogera_text_audio_20240425_080247.682481_2193.wav,0.001666667,Central
Kye njagala okulima kyetaaga ssente nnyingi nnyo.,Luganda,193,Female,18-29,yogera_text_audio_20240425_102542.356825_2119.wav,0.001111111,Central
Kiva ku ki ente okugitwala ku nnume n'egaana okuwaka?,Luganda,193,Female,18-29,yogera_text_audio_20240425_085345.893830_2083.wav,0.001388889,Central
Gavumenti yataddewo akakiiko akalondoola emirimu ja minisitule y'ebyobulamu mu disitulikiti yaffe.,Luganda,193,Female,18-29,yogera_text_audio_20240425_091733.196112_2242.wav,0.0025,Central
Obulwaliro obutono obusinga babugaddewo nga tebulina bisaanyizo.,Luganda,721,Female,18-29,yogera_text_audio_20240425_082558.335574_2228.wav,0.001666667,Central
Mpulira omubiri tegukyasobola kulima.,Luganda,193,Female,18-29,yogera_text_audio_20240425_083848.296593_2091.wav,0.000833333,Central
Emiti gya ffene tegyetaaga bigimusa.,Luganda,723,Female,18-29,yogera_text_audio_20240425_083721.446142_2072.wav,0.001111111,Central
Bwe ntunuulira abalimi bonna ndaba bamalirivu.,Luganda,193,Female,18-29,yogera_text_audio_20240425_104142.284237_2107.wav,0.000833333,Central
Obulwaliro obutono obusinga babugaddewo nga tebulina bisaanyizo.,Luganda,722,Female,18-29,yogera_text_audio_20240425_090447.192517_2228.wav,0.001666667,Central
Abaana abawala bayise okusinga abalenzi mu bigezo by'omwaka guno.,Luganda,721,Female,18-29,yogera_text_audio_20240425_082027.588691_2147.wav,0.001944444,Central
Twagala buli mulimi abeeko ekisolo ky'alunda.,Luganda,722,Female,18-29,yogera_text_audio_20240425_091741.794099_2081.wav,0.001111111,Central
Omubisi gw'enjuki guyamba omubiri mu kulwanyisa endwadde nga ekiddukano.,Luganda,181,Female,18-29,yogera_text_audio_20240426_095004.608389_2283.wav,0.002222222,Central
Abasawo bandifuna obulwadde singa tebegendereza.,Luganda,721,Female,18-29,yogera_text_audio_20240425_092816.686838_2265.wav,0.001666667,Central
Sagala muntu atamanyi kuwandiika bulungi lulimi lunnansi gye bamuzaala.,Luganda,721,Female,18-29,yogera_text_audio_20240425_075617.540836_2218.wav,0.003055556,Central
Abayizi mu ssettendekero e Makerere ennaku zino tebakyekalakaasa.,Luganda,193,Female,18-29,yogera_text_audio_20240425_093554.956188_2130.wav,0.001388889,Central
Eddagala eryo lisigala mu nnyaanya okumala wiiki nga bbiri.,Luganda,722,Female,18-29,yogera_text_audio_20240425_081232.633503_2071.wav,0.001666667,Central
Yatwalibwa okukeberebwa ku bulamu bwe.,Luganda,181,Female,18-29,yogera_text_audio_20240426_104737.575257_2244.wav,0.001388889,Central
